"STATE","FLOOD_CAUSE","BEGIN_DATE_TIME","END_DATE_TIME"
"Minnesota","Heavy Rain","2020/7/6","2020/7/6"
"Arkansas","Heavy Rain","2020/9/25","2020/9/27"
"South Dakota","Heavy Rain","2020/6/9","2020/6/9"
"Arizona","Heavy Rain","2020/8/20","2020/8/20"
"Minnesota","Heavy Rain","2020/7/25","2020/7/26"
"Minnesota","Heavy Rain","2020/7/26","2020/7/26"
"South Dakota","Heavy Rain","2020/7/1","2020/7/31"
"Texas","Heavy Rain","2020/9/22","2020/9/22"
"Kentucky","Heavy Rain","2020/9/2","2020/9/2"
"South Dakota","Heavy Rain","2020/8/1","2020/8/2"
"Iowa","Heavy Rain","2020/7/6","2020/7/8"
"South Dakota","Heavy Rain","2020/7/28","2020/7/28"
"Alabama","Heavy Rain / Tropical System","2020/9/16","2020/9/17"
"Florida","Heavy Rain","2020/9/20","2020/9/20"
"Maryland","Heavy Rain","2020/9/11","2020/9/11"
"Kansas","Heavy Rain","2020/9/8","2020/9/8"
"Kansas","Heavy Rain","2020/9/8","2020/9/9"
"Indiana","Heavy Rain","2020/9/3","2020/9/3"
"Delaware","Heavy Rain","2020/8/7","2020/8/7"
"Maryland","Heavy Rain","2020/8/6","2020/8/6"
"Iowa","Heavy Rain","2020/4/1","2020/4/4"
"Georgia","Heavy Rain / Tropical System","2020/9/16","2020/9/17"
"Georgia","Heavy Rain / Tropical System","2020/9/16","2020/9/16"
"Texas","Heavy Rain","2020/9/23","2020/9/23"
"Alabama","Heavy Rain","2020/9/13","2020/9/13"
"Arizona","Heavy Rain","2020/8/16","2020/8/16"
"Florida","Heavy Rain","2020/9/6","2020/9/6"
"Iowa","Heavy Rain","2020/4/1","2020/4/5"
"Virginia","Heavy Rain","2020/9/9","2020/9/9"
"Virginia","Heavy Rain","2020/9/17","2020/9/17"
"South Dakota","Heavy Rain","2020/7/1","2020/7/20"
"South Dakota","Heavy Rain","2020/7/1","2020/7/23"
"Colorado","Heavy Rain","2020/7/2","2020/7/2"
"Minnesota","Heavy Rain","2020/7/5","2020/7/5"
"South Dakota","Heavy Rain","2020/4/1","2020/4/8"
"South Dakota","Heavy Rain","2020/4/1","2020/4/12"
"Virginia","Heavy Rain","2020/9/18","2020/9/18"
"South Dakota","Heavy Rain / Snow Melt","2020/9/1","2020/9/29"
"Indiana","Heavy Rain","2020/9/7","2020/9/8"
"South Dakota","Heavy Rain","2020/4/1","2020/4/7"
"South Dakota","Heavy Rain","2020/4/1","2020/4/4"
"Hawaii","Heavy Rain","2020/3/17","2020/3/18"
"Louisiana","Heavy Rain","2020/4/22","2020/4/23"
"Georgia","Heavy Rain","2020/9/16","2020/9/17"
"Virginia","Heavy Rain","2020/8/15","2020/8/16"
"Texas","Heavy Rain","2020/9/21","2020/9/22"
"Texas","Heavy Rain","2020/9/21","2020/9/21"
"North Carolina","Heavy Rain","2020/9/1","2020/9/1"
"South Carolina","Heavy Rain","2020/9/17","2020/9/17"
"South Carolina","Heavy Rain / Tropical System","2020/9/17","2020/9/17"
"Nebraska","Heavy Rain","2020/7/25","2020/7/26"
"Kansas","Heavy Rain","2020/7/23","2020/7/24"
"South Dakota","Heavy Rain","2020/7/2","2020/7/8"
"South Dakota","Heavy Rain / Snow Melt","2020/4/1","2020/4/20"
"Colorado","Heavy Rain","2020/7/23","2020/7/24"
"North Carolina","Heavy Rain","2020/9/12","2020/9/12"
"Pennsylvania","Heavy Rain","2020/11/1","2020/11/1"
"Nebraska","Heavy Rain","2020/7/20","2020/7/20"
"South Dakota","Heavy Rain","2020/4/1","2020/4/5"
"Nebraska","Heavy Rain","2020/7/23","2020/7/23"
"Nebraska","Heavy Rain","2020/7/23","2020/7/25"
"Oklahoma","Heavy Rain","2020/9/1","2020/9/2"
"Georgia","Heavy Rain","2020/11/1","2020/11/1"
"Puerto Rico","Heavy Rain","2020/11/9","2020/11/9"
"South Carolina","Heavy Rain","2020/9/9","2020/9/9"
"Oklahoma","Heavy Rain","2020/9/1","2020/9/4"
"Mississippi","Heavy Rain","2020/9/12","2020/9/12"
"Mississippi","Heavy Rain","2020/9/13","2020/9/13"
"Illinois","Heavy Rain","2020/5/21","2020/5/21"
"Oregon","Heavy Rain","2020/12/2","2020/12/2"
"Missouri","Heavy Rain","2020/8/12","2020/8/12"
"New York","Heavy Rain","2020/8/24","2020/8/25"
"North Carolina","Heavy Rain","2020/10/2","2020/10/2"
"Maine","Heavy Rain / Snow Melt","2020/12/1","2020/12/2"
"Maine","Heavy Rain / Snow Melt","2020/12/2","2020/12/2"
"New Hampshire","Heavy Rain / Snow Melt","2020/12/2","2020/12/2"
"Iowa","Heavy Rain","2020/3/30","2020/3/31"
"Ohio","Heavy Rain","2020/8/14","2020/8/15"
"New York","Heavy Rain / Tropical System","2020/8/4","2020/8/4"
"Pennsylvania","Heavy Rain / Snow Melt","2020/12/2","2020/12/2"
"Kentucky","Heavy Rain","2020/6/28","2020/6/28"
"Missouri","Heavy Rain","2020/11/2","2020/11/2"
"Alaska","Heavy Rain / Snow Melt","2020/12/2","2020/12/2"
"South Dakota","Heavy Rain / Snow Melt","2020/3/4","2020/3/9"
"South Carolina","Heavy Rain","2020/8/15","2020/8/15"
"Maine","Heavy Rain / Snow Melt","2020/12/1","2020/12/1"
"Puerto Rico","Heavy Rain","2020/12/2","2020/12/2"
"Louisiana","Heavy Rain","2020/10/2","2020/10/2"
"Nebraska","Heavy Rain","2020/8/16","2020/8/17"
"Iowa","Heavy Rain","2020/7/9","2020/7/9"
"Missouri","Heavy Rain","2020/8/15","2020/8/15"
"New York","Heavy Rain","2020/8/24","2020/8/24"
"Kentucky","Heavy Rain","2020/6/29","2020/6/30"
"Utah","Heavy Rain","2020/6/6","2020/6/6"
"Puerto Rico","Heavy Rain","2020/11/2","2020/11/2"
"Washington","Heavy Rain","2020/12/2","2020/12/2"
"Rhode Island","Heavy Rain","2020/12/2","2020/12/2"
"Arkansas","Heavy Rain","2020/12/3","2020/12/3"
"California","Heavy Rain / Burn Area","2020/11/1","2020/11/1"
"California","Heavy Rain","2020/11/1","2020/11/1"
"Florida","Heavy Rain / Tropical System","2020/11/9","2020/11/1"
"Washington","Heavy Rain","2020/5/18","2020/5/18"
"Tennessee","Heavy Rain","2020/11/1","2020/11/1"
"Florida","Heavy Rain / Tropical System","2020/11/9","2020/11/9"
"Massachusetts","Heavy Rain","2020/12/2","2020/12/2"
"Iowa","Heavy Rain","2020/3/29","2020/3/30"
"Hawaii","Heavy Rain","2020/11/2","2020/11/2"
"Puerto Rico","Heavy Rain","2020/11/7","2020/11/7"
"Guam","Heavy Rain","2020/11/2","2020/11/2"
"Arkansas","Heavy Rain","2020/12/1","2020/12/2"
"South Dakota","Heavy Rain / Snow Melt","2020/3/5","2020/3/21"
"Rhode Island","Heavy Rain","2020/12/1","2020/12/1"
"Maryland","Heavy Rain","2020/12/2","2020/12/2"
"Iowa","Heavy Rain","2020/6/22","2020/6/22"
"Missouri","Heavy Rain","2020/10/2","2020/10/2"
"Florida","Heavy Rain","2020/10/2","2020/10/2"
"Alabama","Heavy Rain","2020/10/2","2020/10/2"
"Iowa","Heavy Rain","2020/6/4","2020/6/4"
"Alaska","Heavy Rain","2020/10/1","2020/10/3"
"Indiana","Heavy Rain","2020/10/2","2020/10/2"
"Arkansas","Heavy Rain","2020/10/3","2020/10/3"
"Arkansas","Heavy Rain","2020/10/2","2020/10/3"
"Alaska","Heavy Rain","2020/10/2","2020/10/2"
"Minnesota","Heavy Rain","2020/6/2","2020/6/2"
"Maryland","Heavy Rain","2020/12/5","2020/12/6"
"West Virginia","Heavy Rain","2020/6/5","2020/6/5"
"Virginia","Heavy Rain","2020/10/3","2020/10/3"
"Louisiana","Heavy Rain","2020/10/9","2020/10/1"
"Louisiana","Heavy Rain / Tropical System","2020/10/9","2020/10/9"
"South Dakota","Heavy Rain","2020/6/18","2020/6/18"
"Arkansas","Heavy Rain","2020/6/29","2020/6/29"
"Iowa","Heavy Rain","2020/6/3","2020/6/3"
"Iowa","Heavy Rain","2020/6/27","2020/6/27"
"Missouri","Heavy Rain","2020/6/30","2020/6/30"
"Kentucky","Heavy Rain","2020/10/2","2020/10/2"
"Virginia","Heavy Rain","2020/6/17","2020/6/17"
"Montana","Heavy Rain","2020/6/30","2020/6/30"
"Iowa","Heavy Rain","2020/6/30","2020/6/30"
"Iowa","Heavy Rain","2020/6/28","2020/6/30"
"Iowa","Heavy Rain","2020/6/6","2020/6/7"
"Florida","Heavy Rain","2020/10/3","2020/10/3"
"American Samoa","Heavy Rain","2020/6/11","2020/6/11"
"Ohio","Heavy Rain","2020/6/3","2020/6/4"
"Ohio","Heavy Rain","2020/10/2","2020/10/2"
"Illinois","Heavy Rain","2020/6/3","2020/6/3"
"Iowa","Heavy Rain","2020/6/15","2020/6/19"
"West Virginia","Heavy Rain","2020/6/4","2020/6/4"
"West Virginia","Heavy Rain","2020/6/14","2020/6/14"
"West Virginia","Heavy Rain","2020/6/14","2020/6/15"
"Wisconsin","Heavy Rain","2020/10/2","2020/10/2"
"Tennessee","Heavy Rain","2020/10/2","2020/10/2"
"California","Heavy Rain","2020/6/25","2020/6/25"
"Texas","Heavy Rain","2020/6/18","2020/6/18"
"West Virginia","Heavy Rain","2020/6/19","2020/6/19"
"Georgia","Heavy Rain","2020/10/2","2020/10/2"
"Alabama","Heavy Rain","2020/6/29","2020/6/29"
"West Virginia","Heavy Rain","2020/6/27","2020/6/27"
"West Virginia","Heavy Rain","2020/6/27","2020/6/28"
"West Virginia","Heavy Rain","2020/6/30","2020/6/30"
"Kentucky","Heavy Rain","2020/6/30","2020/6/30"
"Louisiana","Heavy Rain","2020/10/1","2020/10/1"
"Illinois","Heavy Rain","2020/10/2","2020/10/2"
"Virginia","Heavy Rain","2020/6/18","2020/6/18"
"Virginia","Heavy Rain","2020/6/17","2020/6/21"
"Virginia","Heavy Rain","2020/6/17","2020/6/19"
"Alabama","Heavy Rain","2020/6/7","2020/6/7"
"Kansas","Heavy Rain","2020/6/27","2020/6/27"
"Arkansas","Heavy Rain","2020/10/2","2020/10/2"
"Oklahoma","Heavy Rain","2020/6/21","2020/6/21"
"South Dakota","Heavy Rain / Snow Melt","2020/6/1","2020/6/30"
"Mississippi","Heavy Rain","2020/10/2","2020/10/2"
"Florida","Heavy Rain","2020/10/2","2020/10/5"
"Virginia","Heavy Rain","2020/6/19","2020/6/19"
"South Dakota","Heavy Rain","2020/6/25","2020/6/25"
"New Hampshire","Heavy Rain","2020/6/28","2020/6/28"
"Louisiana","Heavy Rain / Tropical System","2020/10/8","2020/10/9"
"West Virginia","Heavy Rain","2020/6/21","2020/6/21"
"Virginia","Heavy Rain","2020/6/30","2020/6/30"
"Iowa","Heavy Rain","2020/6/10","2020/6/10"
"Georgia","Heavy Rain","2020/6/12","2020/6/13"
"Texas","Heavy Rain","2020/6/1","2020/6/1"
"Michigan","Heavy Rain","2020/6/10","2020/6/10"
"Pennsylvania","Heavy Rain","2020/6/4","2020/6/4"
"Arkansas","Heavy Rain","2020/6/8","2020/6/8"
"Alabama","Heavy Rain","2020/6/9","2020/6/9"
"Missouri","Heavy Rain","2020/6/4","2020/6/4"
"Arkansas","Heavy Rain","2020/6/23","2020/6/23"
"Minnesota","Heavy Rain","2020/6/9","2020/6/10"
"New York","Heavy Rain","2020/6/11","2020/6/11"
"Virginia","Heavy Rain","2020/6/19","2020/6/20"
"West Virginia","Heavy Rain","2020/6/18","2020/6/18"
"Maryland","Heavy Rain","2020/6/5","2020/6/5"
"Illinois","Heavy Rain","2020/6/26","2020/6/26"
"Missouri","Heavy Rain","2020/6/9","2020/6/9"
"District of Columbia","Heavy Rain","2020/6/5","2020/6/5"
"Virginia","Heavy Rain","2020/6/5","2020/6/5"
"Wisconsin","Heavy Rain","2020/6/10","2020/6/10"
"Wyoming","Heavy Rain","2020/6/19","2020/6/19"
"Massachusetts","Heavy Rain","2020/6/6","2020/6/6"
"Ohio","Heavy Rain","2020/6/5","2020/6/5"
"Mississippi","Heavy Rain","2020/6/9","2020/6/9"
"Tennessee","Heavy Rain","2020/6/9","2020/6/9"
"Ohio","Heavy Rain","2020/6/4","2020/6/4"
"Ohio","Heavy Rain","2020/6/30","2020/6/30"
"Indiana","Heavy Rain","2020/6/30","2020/6/30"
"Missouri","Heavy Rain / Tropical System","2020/6/9","2020/6/9"
"New Jersey","Heavy Rain","2020/6/11","2020/6/11"
"Delaware","Heavy Rain","2020/6/11","2020/6/11"
"Maryland","Heavy Rain","2020/6/22","2020/6/22"
"Puerto Rico","Heavy Rain","2020/6/12","2020/6/12"
"Puerto Rico","Heavy Rain","2020/6/25","2020/6/25"
"Puerto Rico","Heavy Rain","2020/6/28","2020/6/28"
"Colorado","Heavy Rain","2020/6/26","2020/6/26"
"Florida","Heavy Rain","2020/6/6","2020/6/6"
"Illinois","Heavy Rain","2020/6/3","2020/6/4"
"Texas","Heavy Rain","2020/6/4","2020/6/5"
"New York","Heavy Rain","2020/6/2","2020/6/3"
"Maryland","Heavy Rain","2020/6/6","2020/6/6"
"Arkansas","Heavy Rain","2020/6/1","2020/6/29"
"Arkansas","Heavy Rain","2020/6/1","2020/6/19"
"Arkansas","Heavy Rain","2020/6/1","2020/6/18"
"South Carolina","Heavy Rain","2020/6/24","2020/6/24"
"Florida","Heavy Rain","2020/6/3","2020/6/3"
"Arkansas","Heavy Rain","2020/6/3","2020/6/3"
"Arkansas","Heavy Rain","2020/6/1","2020/6/30"
"Iowa","Heavy Rain / Tropical System","2020/6/10","2020/6/11"
"Arkansas","Heavy Rain","2020/6/1","2020/6/2"
"Arkansas","Heavy Rain","2020/6/1","2020/6/3"
"Arkansas","Heavy Rain","2020/6/1","2020/6/4"
"Arkansas","Heavy Rain","2020/6/30","2020/6/30"
"New Jersey","Heavy Rain","2020/6/20","2020/6/20"
"West Virginia","Heavy Rain","2020/6/17","2020/6/18"
"Nevada","Heavy Rain","2020/6/24","2020/6/24"
"Colorado","Heavy Rain","2020/6/27","2020/6/27"
"Texas","Heavy Rain","2020/6/26","2020/6/26"
"Arkansas","Heavy Rain","2020/6/21","2020/6/22"
"West Virginia","Heavy Rain","2020/6/15","2020/6/15"
"Louisiana","Heavy Rain","2020/6/24","2020/6/24"
"Colorado","Heavy Rain","2020/6/6","2020/6/6"
"Illinois","Heavy Rain","2020/6/1","2020/6/14"
"Wyoming","Heavy Rain / Snow Melt","2020/6/1","2020/6/4"
"Colorado","Heavy Rain","2020/6/25","2020/6/25"
"North Dakota","Heavy Rain","2020/6/30","2020/6/30"
"Iowa","Heavy Rain","2020/6/21","2020/6/22"
"Louisiana","Heavy Rain","2020/6/10","2020/6/10"
"Florida","Heavy Rain","2020/6/5","2020/6/5"
"Montana","Heavy Rain / Snow Melt","2020/6/19","2020/6/20"
"Kansas","Heavy Rain","2020/6/26","2020/6/27"
"Iowa","Heavy Rain","2020/6/22","2020/6/24"
"Iowa","Heavy Rain","2020/6/23","2020/6/24"
"Massachusetts","Heavy Rain","2020/6/29","2020/6/29"
"Florida","Heavy Rain","2020/6/10","2020/6/10"
"Texas","Heavy Rain","2020/6/25","2020/6/25"
"Colorado","Heavy Rain / Snow Melt","2020/6/5","2020/6/5"
"Oklahoma","Heavy Rain","2020/6/19","2020/6/19"
"Ohio","Heavy Rain","2020/6/21","2020/6/21"
"Wyoming","Heavy Rain / Snow Melt","2020/6/29","2020/6/30"
"Wyoming","Heavy Rain / Snow Melt","2020/6/30","2020/6/30"
"Florida","Heavy Rain","2020/6/19","2020/6/19"
"Iowa","Heavy Rain","2020/6/23","2020/6/27"
"Maine","Heavy Rain","2020/6/28","2020/6/28"
"Massachusetts","Heavy Rain","2020/6/21","2020/6/21"
"Missouri","Heavy Rain","2020/6/3","2020/6/3"
"Kentucky","Heavy Rain","2020/6/4","2020/6/4"
"Missouri","Heavy Rain","2020/6/1","2020/6/3"
"Missouri","Heavy Rain","2020/6/1","2020/6/17"
"Maryland","Heavy Rain","2020/6/27","2020/6/27"
"Wisconsin","Heavy Rain","2020/6/1","2020/6/30"
"Georgia","Heavy Rain","2020/6/7","2020/6/7"
"Florida","Heavy Rain","2020/6/9","2020/6/9"
"Indiana","Heavy Rain","2020/6/27","2020/6/28"
"Iowa","Heavy Rain / Tropical System","2020/6/9","2020/6/11"
"Texas","Heavy Rain","2020/6/10","2020/6/10"
"Arkansas","Heavy Rain","2020/6/22","2020/6/22"
"Connecticut","Heavy Rain","2020/6/11","2020/6/11"
"Oregon","Heavy Rain","2020/5/30","2020/5/30"
"Colorado","Heavy Rain","2020/7/22","2020/7/22"
"Colorado","Heavy Rain","2020/7/27","2020/7/27"
"Oregon","Heavy Rain","2020/5/20","2020/5/22"
"Oregon","Heavy Rain","2020/5/20","2020/5/21"
"Oregon","Heavy Rain","2020/5/21","2020/5/21"
"Arizona","Heavy Rain","2020/9/9","2020/9/9"
"Arizona","Heavy Rain","2020/9/8","2020/9/9"
"Wyoming","Heavy Rain","2020/7/3","2020/7/3"
"Puerto Rico","Heavy Rain","2020/9/23","2020/9/23"
"Puerto Rico","Heavy Rain","2020/9/7","2020/9/7"
"Mississippi","Heavy Rain","2020/8/30","2020/8/30"
"Colorado","Heavy Rain / Burn Area","2020/7/26","2020/7/26"
"Colorado","Heavy Rain / Burn Area","2020/7/26","2020/7/27"
"Puerto Rico","Heavy Rain","2020/5/27","2020/5/27"
"Colorado","Heavy Rain / Burn Area","2020/7/28","2020/7/28"
"North Carolina","Heavy Rain","2020/8/15","2020/8/16"
"Ohio","Heavy Rain","2020/6/27","2020/6/27"
"North Carolina","Heavy Rain","2020/8/14","2020/8/14"
"Pennsylvania","Heavy Rain / Burn Area","2020/6/27","2020/6/27"
"Pennsylvania","Heavy Rain","2020/6/27","2020/6/27"
"North Carolina","Heavy Rain / Tropical System","2020/8/4","2020/8/4"
"Oregon","Heavy Rain","2020/9/17","2020/9/18"
"Washington","Heavy Rain","2020/9/17","2020/9/18"
"Maine","Heavy Rain","2020/7/14","2020/7/14"
"Florida","Heavy Rain","2020/4/23","2020/4/23"
"Vermont","Heavy Rain / Snow Melt","2020/12/2","2020/12/2"
"New Hampshire","Heavy Rain / Snow Melt","2020/12/1","2020/12/1"
"American Samoa","Heavy Rain","2020/12/1","2020/12/1"
"Massachusetts","Heavy Rain / Snow Melt","2020/12/2","2020/12/2"
"New York","Heavy Rain","2020/12/2","2020/12/2"
"New Hampshire","Heavy Rain","2020/7/14","2020/7/14"
"Georgia","Heavy Rain","2020/4/23","2020/4/23"
"Iowa","Heavy Rain","2020/5/14","2020/5/14"
"Michigan","Heavy Rain","2020/8/9","2020/8/9"
"Arizona","Heavy Rain / Burn Area","2020/7/27","2020/7/27"
"Arizona","Heavy Rain","2020/8/29","2020/8/29"
"Michigan","Heavy Rain","2020/8/9","2020/8/10"
"Arizona","Heavy Rain","2020/8/20","2020/8/21"
"Arizona","Heavy Rain / Burn Area","2020/8/22","2020/8/22"
